TransactionID,CustomerID,DateKey,ProductKey,BranchKey,ChannelKey,TransactionTypeKey,OfferKey,CurrencyKey,CurrencyRateKey,CustomerProfileKey,TransactionValueBandKey,AmountOriginal,AmountUSD,CreditCardFeesOriginal,CreditCardFeesUSD,InsuranceFeesOriginal,InsuranceFeesUSD,LatePaymentAmountOriginal,LatePaymentAmountUSD,TotalFeesOriginal,TotalFeesUSD,FeeRate,HasFeeFriction,HasLatePayment,CustomerScore,MonthlyIncome,FeeBurdenZScore,HighFeeBurdenFlag
7420,7696,20231117,P016,B007,CH001,TT006,O001,CUR001,20231117-EUR,CP001,TV003,6767.225726371593,7357.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,458,9421.2,-0.6253,False
7421,6190,20240506,P017,B002,CH004,TT006,O001,CUR001,20240506-EUR,CP001,TV002,3105.826411523327,3346.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,476,8798.66,-0.6253,False
7422,5663,20250223,P012,B003,CH004,TT001,O007,CUR002,20250223-USD,CP001,TV003,9665.4648789022,9665.46,0.0,0.0,29.07,29.07,0.0,0.0,29.07,29.07,0.003008,True,False,351,9863.26,-0.0894,False
7423,8062,20230213,P012,B006,CH004,TT006,O006,CUR001,20230213-EUR,CP013,TV003,5892.690038208729,6296.93,0.0,0.0,49.49,52.89,0.0,0.0,49.49,52.89,0.008399,True,False,668,5006.59,0.3417,False
7424,5331,20230923,P007,B003,CH001,TT001,O002,CUR001,20230922-EUR,CP006,TV003,7016.549468222881,7470.52,27.33,29.1,0.0,0.0,0.0,0.0,27.33,29.1,0.003895,True,False,463,2536.38,-0.0798,False
7425,4034,20250430,P007,B006,CH002,TT006,O003,CUR001,20250430-EUR,CP013,TV004,9005.134567752608,10241.54,27.68,31.48,0.0,0.0,0.0,0.0,27.68,31.48,0.003074,True,False,626,5001.15,-0.0558,False
7426,4262,20231209,P012,B005,CH002,TT001,O006,CUR001,20231208-EUR,CP011,TV002,4396.041207693053,4737.61,0.0,0.0,99.52,107.25,0.0,0.0,99.52,107.25,0.022638,True,False,428,3270.04,1.351,False
7427,3107,20240621,P001,B008,CH002,TT005,O004,CUR001,20240621-EUR,CP011,TV003,7002.57300769008,7484.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,302,3852.38,-0.6403,False
7428,8036,20250430,P012,B008,CH002,TT006,O007,CUR001,20250430-EUR,CP001,TV002,2497.448459562573,2840.35,0.0,0.0,9.14,10.39,0.0,0.0,9.14,10.39,0.003658,True,False,402,7532.74,-0.4338,False
7429,5320,20241223,P009,B004,CH003,TT003,O003,CUR001,20241223-EUR,CP011,TV002,2180.327721236431,2266.01,7.73,8.03,0.0,0.0,0.0,0.0,7.73,8.03,0.003544,True,False,531,5566.1,-0.4912,False
7430,6938,20241127,P013,B002,CH004,TT001,O006,CUR001,20241127-EUR,CP013,TV003,8244.916205036136,8682.72,0.0,0.0,45.1,47.49,0.0,0.0,45.1,47.49,0.005469,True,False,585,3850.95,0.2414,False
7431,3747,20241129,P010,B006,CH004,TT003,O003,CUR002,20241129-USD,CP012,TV002,1012.647139859881,1012.65,14.23,14.23,0.0,0.0,0.0,0.0,14.23,14.23,0.014052,True,False,403,6233.28,-0.3761,False
7432,5677,20241118,P025,B006,CH001,TT001,O004,CUR002,20241118-USD,CP011,TV002,2271.18992437072,2271.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,396,4452.9,-0.6403,False
7433,8972,20240529,P001,B007,CH003,TT004,O002,CUR001,20240529-EUR,CP007,TV002,1673.570711324555,1817.0,0.0,0.0,0.0,0.0,114.85,124.69,114.85,124.69,0.068624,True,True,595,2685.11,1.6932,False
7434,5264,20240326,P010,B004,CH003,TT001,O001,CUR001,20240326-EUR,CP001,TV003,5587.90407803468,6065.67,28.69,31.14,0.0,0.0,0.0,0.0,28.69,31.14,0.005134,True,False,367,9670.08,-0.0512,False
7435,4133,20240827,P017,B008,CH001,TT002,O002,CUR001,20240827-EUR,CP006,TV004,12024.46488453561,13421.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,377,2984.6,-0.6196,False
7436,2465,20241016,P019,B007,CH001,TT001,O004,CUR001,20241016-EUR,CP011,TV001,646.3878480983323,704.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,510,3111.25,-0.6403,False
7437,5109,20240912,P001,B007,CH003,TT001,O004,CUR001,20240912-EUR,CP011,TV002,3227.529362425796,3555.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,431,4072.8,-0.6403,False
7438,3211,20250128,P001,B003,CH004,TT005,O004,CUR001,20250128-EUR,CP015,TV003,5699.816058657675,5939.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,728,3856.58,-0.6403,False
7439,6539,20250317,P019,B005,CH001,TT005,O002,CUR001,20250317-EUR,CP009,TV003,5109.357562286094,5570.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,791,2523.43,-0.6196,False
7440,2689,20240910,P022,B001,CH001,TT004,O004,CUR001,20240910-EUR,CP015,TV001,212.8107328465435,234.75,0.0,0.0,0.0,0.0,76.88,84.81,76.88,84.81,0.361278,True,True,724,3503.4,0.9343,False
7441,8727,20250402,P021,B002,CH003,TT004,O007,CUR001,20250402-EUR,CP001,TV002,2951.880995230712,3188.92,0.0,0.0,0.0,0.0,119.18,128.75,119.18,128.75,0.040374,True,True,562,9751.12,1.7484,False
7442,8764,20240831,P009,B008,CH001,TT006,O002,CUR001,20240830-EUR,CP009,TV002,1183.966428703064,1312.66,28.09,31.14,0.0,0.0,0.0,0.0,28.09,31.14,0.023723,True,False,765,1903.68,-0.042,False
7443,5541,20240829,P002,B004,CH001,TT004,O004,CUR001,20240829-EUR,CP011,TV002,2889.513587310076,3203.89,0.0,0.0,0.0,0.0,63.82,70.76,63.82,70.76,0.022086,True,True,304,4591.49,0.6735,False
7444,4541,20240326,P019,B003,CH004,TT005,O004,CUR001,20240326-EUR,CP011,TV004,14759.00046606579,16020.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,372,5717.7,-0.6403,False
7445,1818,20250509,P002,B007,CH002,TT002,O007,CUR001,20250509-EUR,CP003,TV002,3108.416368103406,3497.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,672,8366.97,-0.6253,False
7446,5521,20250315,P020,B007,CH003,TT001,O001,CUR001,20250314-EUR,CP001,TV004,12560.83180528255,13677.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,468,7065.24,-0.6253,False
7447,2124,20250312,P019,B001,CH004,TT002,O004,CUR001,20250312-EUR,CP011,TV004,12813.11706285483,13948.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,382,4901.54,-0.6403,False
7448,6660,20230521,P007,B008,CH003,TT005,O002,CUR001,20230519-EUR,CP008,TV002,2578.03495985269,2786.34,47.15,50.96,0.0,0.0,0.0,0.0,47.15,50.96,0.018289,True,False,710,1388.28,0.3257,False
7449,6641,20240104,P003,B003,CH001,TT006,O007,CUR001,20240104-EUR,CP001,TV003,4646.841593038349,5089.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,578,9979.22,-0.6253,False
7450,2129,20230710,P025,B008,CH001,TT002,O007,CUR001,20230710-EUR,CP003,TV003,4726.244850228793,5178.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,731,7713.08,-0.6253,False
7451,2702,20240310,P001,B004,CH002,TT001,O007,CUR002,20240310-USD,CP001,TV002,4731.191528199415,4731.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,440,8485.16,-0.6253,False
7452,3001,20250118,P019,B008,CH004,TT001,O001,CUR001,20250117-EUR,CP001,TV004,12120.19679924751,12481.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,319,8536.65,-0.6253,False
7453,7912,20241109,P022,B007,CH004,TT002,O007,CUR001,20241108-EUR,CP001,TV002,2309.972116567464,2488.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,329,7099.29,-0.6253,False
7454,4878,20240317,P016,B006,CH004,TT006,O002,CUR001,20240315-EUR,CP006,TV004,10722.09364700439,11678.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,311,2748.31,-0.6196,False
7455,8232,20230505,P001,B002,CH002,TT002,O002,CUR001,20230505-EUR,CP006,TV001,178.0261643456728,196.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,518,1485.91,-0.6196,False
7456,7331,20240110,P016,B003,CH003,TT003,O004,CUR001,20240110-EUR,CP020,TV004,11736.44964541014,12846.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,837,6599.14,-0.6403,False
7457,7035,20230827,P011,B006,CH004,TT005,O007,CUR001,20230825-EUR,CP002,TV003,8346.035421181414,9020.4,0.0,0.0,47.42,51.25,0.0,0.0,47.42,51.25,0.005682,True,False,641,9811.37,0.3196,False
7458,7523,20240418,P022,B005,CH003,TT002,O004,CUR001,20240418-EUR,CP015,TV002,1793.1588775315,1914.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,673,5296.55,-0.6403,False
7459,9111,20240613,P007,B003,CH002,TT002,O003,CUR001,20240613-EUR,CP015,TV002,4084.363352723881,4404.58,29.32,31.62,0.0,0.0,0.0,0.0,29.32,31.62,0.007179,True,False,703,5582.24,-0.0532,False
7460,9736,20230109,P013,B003,CH001,TT006,O006,CUR001,20230109-EUR,CP019,TV002,4063.728498838405,4346.56,0.0,0.0,59.95,64.12,0.0,0.0,59.95,64.12,0.014752,True,False,828,4421.05,0.5502,False
7461,3401,20240403,P018,B008,CH003,TT002,O004,CUR002,20240403-USD,CP020,TV003,7818.905996583307,7818.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,805,6858.23,-0.6403,False
7462,9974,20240617,P002,B007,CH003,TT006,O002,CUR001,20240617-EUR,CP009,TV001,854.393024479296,915.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,763,2736.65,-0.6196,False
7463,1539,20230212,P017,B001,CH002,TT005,O001,CUR002,20230212-USD,CP001,TV004,12591.46601799036,12591.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,315,9812.61,-0.6253,False
7464,6615,20230316,P008,B006,CH001,TT003,O001,CUR001,20230316-EUR,CP004,TV002,4681.090492572926,4959.62,8.57,9.08,0.0,0.0,0.0,0.0,8.57,9.08,0.001831,True,False,740,9977.73,-0.4579,False
7465,3956,20240423,P002,B007,CH001,TT004,O007,CUR002,20240423-USD,CP001,TV001,343.5678832635127,343.57,0.0,0.0,0.0,0.0,114.62,114.62,114.62,114.62,0.333615,True,True,409,8307.11,1.4879,False
7466,9077,20230226,P024,B002,CH001,TT005,O004,CUR001,20230224-EUR,CP015,TV002,2760.439125582992,2917.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,721,3982.85,-0.6403,False
7467,4722,20240619,P024,B008,CH001,TT002,O005,CUR001,20240619-EUR,CP009,TV002,4641.826866854171,4989.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,784,1934.3,-0.6196,False
7468,6087,20250319,P019,B004,CH004,TT003,O004,CUR001,20250319-EUR,CP017,TV002,1316.749649624128,1434.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,747,5622.82,-0.6403,False
7469,7460,20230215,P014,B007,CH001,TT004,O006,CUR002,20230215-USD,CP019,TV002,1540.491162564911,1540.49,0.0,0.0,34.19,34.19,119.52,119.52,153.71,153.71,0.09978,True,True,834,4407.22,2.2135,True
7470,3170,20240730,P001,B003,CH003,TT004,O004,CUR001,20240730-EUR,CP011,TV002,3023.996251800022,3273.17,0.0,0.0,0.0,0.0,15.47,16.74,15.47,16.74,0.005114,True,True,559,4250.45,-0.3295,False
7471,4391,20231201,P014,B008,CH002,TT001,O007,CUR001,20231201-EUR,CP005,TV003,9137.097108292402,9936.59,0.0,0.0,6.99,7.6,0.0,0.0,6.99,7.6,0.000765,True,False,839,8546.49,-0.4852,False
7472,7942,20240304,P018,B006,CH003,TT001,O001,CUR001,20240304-EUR,CP004,TV003,9014.698185720084,9777.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,770,7997.57,-0.6253,False
7473,2616,20250119,P001,B002,CH001,TT002,O004,CUR002,20250119-USD,CP012,TV002,3575.354901656577,3575.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,526,6444.56,-0.6403,False
7474,7458,20240616,P023,B007,CH003,TT001,O005,CUR002,20240616-USD,CP006,TV002,4951.914810275749,4951.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,386,1914.23,-0.6196,False
7475,3756,20230510,P025,B004,CH003,TT004,O004,CUR001,20230510-EUR,CP013,TV002,930.8075291649852,1019.23,0.0,0.0,0.0,0.0,82.8,90.67,82.8,90.67,0.088959,True,True,644,5915.48,1.0431,False
7476,7853,20231118,P020,B003,CH004,TT004,O004,CUR001,20231117-EUR,CP020,TV004,12246.75662548298,13314.67,0.0,0.0,0.0,0.0,120.31,130.8,120.31,130.8,0.009824,True,True,823,6333.49,1.7882,False
7477,8709,20231009,P002,B004,CH004,TT005,O004,CUR002,20231009-USD,CP011,TV001,972.500089095133,972.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,403,4637.09,-0.6403,False
7478,2936,20241020,P016,B008,CH003,TT001,O004,CUR002,20241020-USD,CP015,TV002,2688.345863926001,2688.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,674,3196.28,-0.6403,False
7479,4091,20240117,P024,B004,CH001,TT001,O004,CUR001,20240117-EUR,CP019,TV002,1477.209959726491,1606.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,805,4800.7,-0.6403,False
7480,1968,20230613,P010,B002,CH002,TT005,O003,CUR001,20230613-EUR,CP015,TV003,8541.247123123618,9218.57,35.5,38.32,0.0,0.0,0.0,0.0,35.5,38.32,0.004157,True,False,706,4969.16,0.0712,False
7481,8297,20231120,P011,B003,CH001,TT004,O006,CUR001,20231120-EUR,CP011,TV003,5522.345875639322,6034.82,0.0,0.0,31.37,34.28,47.86,52.3,79.23,86.58,0.014347,True,True,363,3599.71,0.9672,False
7482,4203,20230402,P019,B005,CH002,TT006,O004,CUR001,20230331-EUR,CP011,TV003,5906.174890685029,6422.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,373,4013.42,-0.6403,False
7483,7499,20250330,P010,B007,CH002,TT002,O001,CUR001,20250328-EUR,CP004,TV003,4804.911838702864,5187.86,39.33,42.46,0.0,0.0,0.0,0.0,39.33,42.46,0.008184,True,False,742,9235.55,0.1575,False
7484,6173,20240718,P022,B005,CH004,TT006,O007,CUR001,20240718-EUR,CP001,TV002,3148.839662893815,3441.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,397,8712.05,-0.6253,False
7485,1889,20230908,P018,B004,CH003,TT006,O001,CUR001,20230908-EUR,CP004,TV003,6318.619269072607,6763.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,771,9582.73,-0.6253,False
7486,9984,20231014,P022,B008,CH001,TT004,O007,CUR002,20231014-USD,CP004,TV002,4801.355107476198,4801.36,0.0,0.0,0.0,0.0,69.38,69.38,69.38,69.38,0.01445,True,True,776,7720.28,0.6538,False
7487,8382,20230214,P025,B007,CH001,TT002,O007,CUR001,20230214-EUR,CP001,TV001,679.4091385905949,730.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,354,9348.99,-0.6253,False
7488,4531,20250304,P018,B003,CH001,TT006,O001,CUR001,20250304-EUR,CP001,TV003,7095.202521179128,7490.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,454,7235.42,-0.6253,False
7489,1801,20240527,P010,B006,CH003,TT005,O003,CUR001,20240527-EUR,CP011,TV002,4069.192572421525,4412.23,15.29,16.58,0.0,0.0,0.0,0.0,15.29,16.58,0.003758,True,False,574,3216.25,-0.3324,False
7490,9234,20230416,P020,B004,CH002,TT005,O001,CUR001,20230414-EUR,CP001,TV004,10325.84546959609,11417.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,333,9299.67,-0.6253,False
7491,4349,20250103,P024,B006,CH004,TT002,O004,CUR001,20250103-EUR,CP012,TV002,4804.103530357279,4947.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,452,6862.61,-0.6403,False
7492,9005,20241123,P001,B001,CH001,TT006,O002,CUR001,20241122-EUR,CP006,TV002,2254.561399048545,2347.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,490,1329.43,-0.6196,False
7493,4201,20240518,P023,B007,CH002,TT003,O007,CUR001,20240517-EUR,CP002,TV003,4765.451027806465,5167.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,661,8618.45,-0.6253,False
7494,1349,20240214,P017,B004,CH003,TT001,O004,CUR001,20240214-EUR,CP011,TV004,12335.21738464945,13214.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,493,5434.84,-0.6403,False
7495,1583,20230506,P008,B004,CH003,TT003,O003,CUR001,20230505-EUR,CP012,TV003,7929.368765551588,8733.41,0.23,0.25,0.0,0.0,0.0,0.0,0.23,0.25,2.9e-05,True,False,519,6625.85,-0.6356,False
7496,4377,20241010,P021,B008,CH003,TT002,O005,CUR001,20241010-EUR,CP008,TV001,369.1316487634248,403.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,674,2266.46,-0.6196,False
7497,7028,20250311,P006,B006,CH003,TT001,O003,CUR001,20250311-EUR,CP016,TV004,9200.701673726378,10039.81,5.53,6.03,0.0,0.0,0.0,0.0,5.53,6.03,0.000601,True,False,686,6463.63,-0.5283,False
7498,8694,20231013,P006,B003,CH002,TT002,O003,CUR001,20231013-EUR,CP013,TV003,8207.372580995545,8637.44,2.56,2.69,0.0,0.0,0.0,0.0,2.56,2.69,0.000311,True,False,668,3555.11,-0.5903,False
7499,7196,20250226,P014,B004,CH004,TT003,O007,CUR001,20250226-EUR,CP001,TV003,8503.984530781623,8918.13,0.0,0.0,76.99,80.74,0.0,0.0,76.99,80.74,0.009053,True,False,362,9916.99,0.8633,False
7500,8083,20240629,P010,B006,CH003,TT006,O002,CUR002,20240629-USD,CP007,TV002,1259.155202516226,1259.16,6.7,6.7,0.0,0.0,0.0,0.0,6.7,6.7,0.005321,True,False,634,2391.71,-0.4953,False
7501,4401,20230920,P022,B002,CH004,TT006,O004,CUR001,20230920-EUR,CP017,TV002,2098.064223179134,2245.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,786,4816.36,-0.6403,False
7502,4185,20230404,P022,B004,CH002,TT004,O004,CUR001,20230404-EUR,CP011,TV002,4191.908544802197,4569.6,0.0,0.0,0.0,0.0,43.85,47.8,43.85,47.8,0.01046,True,True,380,4474.4,0.2472,False
7503,6285,20241213,P017,B004,CH004,TT001,O001,CUR001,20241213-EUR,CP005,TV003,6527.560691641481,6865.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,800,9651.65,-0.6253,False
7504,7772,20230626,P018,B002,CH003,TT002,O004,CUR001,20230626-EUR,CP011,TV003,6511.543289569062,7109.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,436,5928.26,-0.6403,False
7505,9490,20230510,P009,B004,CH003,TT006,O003,CUR002,20230510-USD,CP013,TV002,2649.320999081301,2649.32,26.25,26.25,0.0,0.0,0.0,0.0,26.25,26.25,0.009908,True,False,604,3397.97,-0.1529,False
7506,4347,20250313,P004,B003,CH004,TT003,O002,CUR001,20250313-EUR,CP006,TV001,406.5593574459194,440.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,396,1139.14,-0.6196,False
7507,1788,20230102,P022,B004,CH002,TT001,O007,CUR002,20230102-USD,CP001,TV002,2561.325614572108,2561.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,302,8660.25,-0.6253,False
7508,5945,20230225,P007,B003,CH001,TT003,O002,CUR002,20230225-USD,CP006,TV003,7577.516212981393,7577.52,10.63,10.63,0.0,0.0,0.0,0.0,10.63,10.63,0.001403,True,False,498,2503.18,-0.4224,False
7509,3889,20240102,P016,B007,CH004,TT005,O004,CUR001,20240102-EUR,CP015,TV002,2189.169115804884,2398.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,678,5519.25,-0.6403,False
7510,6273,20230511,P023,B002,CH002,TT006,O004,CUR001,20230511-EUR,CP011,TV002,4458.749979369015,4873.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,308,4664.23,-0.6403,False
7511,4272,20240712,P011,B006,CH003,TT004,O007,CUR001,20240712-EUR,CP004,TV003,6900.157277652238,7514.27,0.0,0.0,99.24,108.07,19.47,21.2,118.71,129.27,0.017203,True,True,742,7260.32,1.758,False
7512,6234,20241209,P020,B001,CH002,TT004,O004,CUR001,20241209-EUR,CP012,TV004,12105.98228615254,12793.6,0.0,0.0,0.0,0.0,122.83,129.81,122.83,129.81,0.010146,True,True,456,6716.64,1.7698,False
7513,7902,20240822,P011,B005,CH002,TT001,O006,CUR001,20240822-EUR,CP011,TV003,8286.37458699943,9226.88,0.0,0.0,51.87,57.76,0.0,0.0,51.87,57.76,0.00626,True,False,550,3356.43,0.4321,False
7514,8612,20250426,P025,B003,CH001,TT002,O004,CUR001,20250425-EUR,CP014,TV001,677.4338655217962,769.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,598,6781.77,-0.6403,False
7515,3492,20250404,P005,B002,CH002,TT005,O007,CUR001,20250404-EUR,CP001,TV003,7070.251022598363,7817.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,434,7963.39,-0.6253,False
7516,7745,20250126,P006,B003,CH001,TT001,O001,CUR002,20250126-USD,CP002,TV003,7027.191511400807,7027.19,45.03,45.03,0.0,0.0,0.0,0.0,45.03,45.03,0.006408,True,False,607,7137.19,0.2049,False
7517,5240,20230112,P007,B004,CH001,TT003,O003,CUR001,20230112-EUR,CP015,TV001,357.4376689806686,385.03,7.21,7.77,0.0,0.0,0.0,0.0,7.21,7.77,0.02018,True,False,735,5096.27,-0.496,False
7518,3322,20230908,P001,B006,CH004,TT003,O004,CUR001,20230908-EUR,CP011,TV002,4526.402954916627,4845.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,449,3899.38,-0.6403,False
7519,6298,20240301,P010,B006,CH003,TT002,O003,CUR001,20240301-EUR,CP011,TV003,4701.337762222107,5083.56,7.91,8.55,0.0,0.0,0.0,0.0,7.91,8.55,0.001682,True,False,542,3719.54,-0.4815,False
7520,2861,20240128,P009,B002,CH002,TT004,O003,CUR001,20240126-EUR,CP011,TV003,8405.013320382663,9137.09,13.37,14.53,0.0,0.0,193.98,210.88,207.35,225.41,0.02467,True,True,377,5039.18,3.5447,True
7521,7620,20240421,P015,B008,CH002,TT004,O006,CUR002,20240421-USD,CP018,TV002,1535.437685038987,1535.44,0.0,0.0,75.09,75.09,110.19,110.19,185.28,185.28,0.120669,True,True,765,6965.62,2.7997,True
7522,5047,20230105,P008,B007,CH004,TT003,O003,CUR001,20230105-EUR,CP017,TV003,5783.216870476624,6130.79,34.04,36.09,0.0,0.0,0.0,0.0,34.04,36.09,0.005887,True,False,798,5597.3,0.0298,False
7523,8581,20240816,P014,B004,CH003,TT002,O002,CUR002,20240816-USD,CP006,TV002,3861.129990753616,3861.13,0.0,0.0,38.44,38.44,0.0,0.0,38.44,38.44,0.009956,True,False,337,1040.74,0.0934,False
7524,8320,20230917,P006,B007,CH001,TT001,O002,CUR001,20230915-EUR,CP010,TV002,2409.845683708898,2568.41,33.35,35.54,0.0,0.0,0.0,0.0,33.35,35.54,0.013837,True,False,829,2615.58,0.0396,False
7525,2098,20250319,P010,B001,CH004,TT006,O002,CUR002,20250319-USD,CP007,TV001,229.9874643773763,229.99,46.64,46.64,0.0,0.0,0.0,0.0,46.64,46.64,0.202791,True,False,610,2171.63,0.2455,False
7526,6247,20230303,P019,B006,CH004,TT001,O002,CUR001,20230303-EUR,CP006,TV003,4960.120074697857,5265.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,361,2186.39,-0.6196,False
7527,2734,20240618,P002,B003,CH003,TT005,O004,CUR002,20240618-USD,CP012,TV002,3093.428795266245,3093.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,406,6795.6,-0.6403,False
7528,5663,20241028,P016,B006,CH002,TT004,O004,CUR001,20241028-EUR,CP018,TV003,6680.210258368867,7226.65,0.0,0.0,0.0,0.0,147.86,159.95,147.86,159.95,0.022133,True,True,747,6635.34,2.3294,True
7529,6909,20240313,P010,B002,CH002,TT001,O003,CUR001,20240313-EUR,CP011,TV003,7189.120762145819,7864.18,31.98,34.98,0.0,0.0,0.0,0.0,31.98,34.98,0.004448,True,False,441,4934.03,0.0092,False
7530,4416,20250115,P013,B001,CH002,TT004,O006,CUR001,20250115-EUR,CP018,TV003,5017.954186362594,5168.49,0.0,0.0,61.35,63.19,165.75,170.72,227.1,233.91,0.045257,True,True,744,6350.53,3.7025,True
7531,7302,20230805,P007,B004,CH001,TT004,O003,CUR001,20230804-EUR,CP013,TV002,1917.572936412314,2098.98,44.72,48.95,0.0,0.0,40.59,44.43,85.31,93.38,0.044488,True,True,629,4907.3,1.0934,False
7532,8593,20240905,P023,B007,CH001,TT006,O004,CUR002,20240905-USD,CP011,TV002,1988.980266761052,1988.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,393,4573.96,-0.6403,False
7533,1680,20230131,P024,B007,CH003,TT006,O007,CUR002,20230131-USD,CP001,TV001,351.6335226893185,351.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,323,8825.81,-0.6253,False
7534,9163,20241224,P023,B006,CH004,TT001,O004,CUR001,20241224-EUR,CP016,TV003,4848.906314963215,5040.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,723,6675.34,-0.6403,False
7535,3070,20230612,P025,B004,CH001,TT005,O004,CUR002,20230612-USD,CP020,TV001,335.0332480101205,335.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,819,6603.6,-0.6403,False
7536,7668,20240623,P010,B004,CH001,TT004,O003,CUR001,20240621-EUR,CP013,TV002,1982.559825083402,2118.96,10.4,11.12,0.0,0.0,73.92,79.01,84.32,90.13,0.042535,True,True,611,5678.18,1.0331,False
7537,9001,20240221,P023,B007,CH002,TT003,O007,CUR001,20240221-EUR,CP001,TV002,2137.903884796548,2310.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,500,7262.35,-0.6253,False
