scope_segment,is_challenge_scope,platform,published_day_of_week,published_day_sort,post_hour,posts,avg_engagement,avg_views,avg_engagement_rate,avg_ctr
Full Workbook Only,False,X (Twitter),Thursday,4,16,29,126778.89655172414,934498.2413793104,0.14787959563503855,
Full Workbook Only,False,X (Twitter),Thursday,4,17,15,92817.86666666667,827174.9333333333,0.1542560927478137,
Full Workbook Only,False,X (Twitter),Thursday,4,18,5,93637.6,571935.8,0.1866573303065036,
Full Workbook Only,False,X (Twitter),Thursday,4,19,6,193739.66666666666,1210593.3333333333,0.17263698244165493,
Full Workbook Only,False,X (Twitter),Tuesday,2,8,8,179569.0,1281966.25,0.1577707665035139,
Full Workbook Only,False,X (Twitter),Tuesday,2,9,9,116753.11111111111,1359487.111111111,0.13373509337394407,
Full Workbook Only,False,X (Twitter),Tuesday,2,10,27,88070.92592592593,822697.0370370371,0.13214451389997942,
Full Workbook Only,False,X (Twitter),Tuesday,2,11,19,104844.63157894737,836024.4736842106,0.15760348894103124,
Full Workbook Only,False,X (Twitter),Tuesday,2,12,20,70760.0,505785.3,0.15406647475527432,
Full Workbook Only,False,X (Twitter),Tuesday,2,13,2,46372.0,259261.5,0.1814481132398174,
Full Workbook Only,False,X (Twitter),Tuesday,2,14,1,65461.0,315591.0,0.2074247619156457,
Full Workbook Only,False,X (Twitter),Tuesday,2,15,23,112160.0,665245.6521739131,0.16892974271482802,
Full Workbook Only,False,X (Twitter),Tuesday,2,16,25,138924.0,820609.84,0.17898189450871796,
Full Workbook Only,False,X (Twitter),Tuesday,2,17,25,134942.24,1024203.24,0.14636607442565158,
Full Workbook Only,False,X (Twitter),Tuesday,2,18,7,67718.71428571429,594770.1428571428,0.15971469854412873,
Full Workbook Only,False,X (Twitter),Tuesday,2,19,3,134307.33333333334,979906.6666666666,0.16124425115810373,
Full Workbook Only,False,X (Twitter),Wednesday,3,8,3,116796.33333333333,1027674.3333333334,0.11397704905889956,
Full Workbook Only,False,X (Twitter),Wednesday,3,9,2,117478.0,1311169.0,0.11335746636796343,
Full Workbook Only,False,X (Twitter),Wednesday,3,10,15,146014.0,1222772.7333333334,0.1315547832884674,
Full Workbook Only,False,X (Twitter),Wednesday,3,11,28,148506.39285714287,1128681.642857143,0.14009619666817816,
Full Workbook Only,False,X (Twitter),Wednesday,3,12,28,87609.89285714286,682245.1428571428,0.15611157693547226,
Full Workbook Only,False,X (Twitter),Wednesday,3,13,8,94434.125,818641.375,0.1621110892583905,
Full Workbook Only,False,X (Twitter),Wednesday,3,14,5,69849.8,630783.8,0.13998229300070258,
Full Workbook Only,False,X (Twitter),Wednesday,3,15,25,65077.12,492021.24,0.1457105930376172,
Full Workbook Only,False,X (Twitter),Wednesday,3,16,20,134425.3,897133.35,0.16570535791460658,
Full Workbook Only,False,X (Twitter),Wednesday,3,17,22,90615.18181818182,677901.7727272727,0.15784547257284817,
Full Workbook Only,False,X (Twitter),Wednesday,3,18,9,95709.55555555556,738090.3333333334,0.16206915198956862,
Full Workbook Only,False,X (Twitter),Wednesday,3,19,4,182477.0,1454140.5,0.13649287321700346,
Full Workbook Only,False,YouTube,Friday,5,8,4,62317.0,479367.0,0.12077009014772777,
Full Workbook Only,False,YouTube,Friday,5,9,6,156917.16666666666,1049325.5,0.14062236557951002,
Full Workbook Only,False,YouTube,Friday,5,10,27,124336.14814814815,986711.3333333334,0.14444774421659712,
Full Workbook Only,False,YouTube,Friday,5,11,28,113953.60714285714,864461.4285714285,0.15087231867045228,
Full Workbook Only,False,YouTube,Friday,5,12,26,74986.69230769231,543225.7692307692,0.15556067286856717,
Full Workbook Only,False,YouTube,Friday,5,13,7,115111.57142857143,697539.1428571428,0.15899518449634686,
Full Workbook Only,False,YouTube,Friday,5,14,7,82390.42857142857,697667.8571428572,0.13259507237135834,
Full Workbook Only,False,YouTube,Friday,5,15,22,99078.18181818182,800265.0909090909,0.14644512366142617,
Full Workbook Only,False,YouTube,Friday,5,16,30,118189.83333333333,896416.0,0.1491289932329423,
Full Workbook Only,False,YouTube,Friday,5,17,20,87355.15,660306.55,0.16051810254484905,
Full Workbook Only,False,YouTube,Friday,5,18,11,281663.2727272727,1463807.1818181819,0.173684752627155,
Full Workbook Only,False,YouTube,Friday,5,19,4,78104.75,586205.0,0.1381064153720765,
Full Workbook Only,False,YouTube,Monday,1,8,4,50163.5,263976.0,0.19045267709414,
Full Workbook Only,False,YouTube,Monday,1,9,7,115508.71428571429,1148153.0,0.11895770422229827,
Full Workbook Only,False,YouTube,Monday,1,10,26,109681.69230769231,793420.8846153846,0.15820631555671502,
Full Workbook Only,False,YouTube,Monday,1,11,26,89305.23076923077,737464.3076923077,0.1490861356432795,
Full Workbook Only,False,YouTube,Monday,1,12,23,161248.86956521738,1117901.391304348,0.15525688862492756,
Full Workbook Only,False,YouTube,Monday,1,13,3,199871.0,1148133.3333333333,0.14329770461485578,
Full Workbook Only,False,YouTube,Monday,1,14,7,101158.71428571429,1078554.857142857,0.1125448868681523,
Full Workbook Only,False,YouTube,Monday,1,15,34,101096.9705882353,789038.7941176471,0.1571656167275021,
Full Workbook Only,False,YouTube,Monday,1,16,19,104008.78947368421,820068.7894736842,0.15239664537249809,
Full Workbook Only,False,YouTube,Monday,1,17,28,79403.78571428571,561222.5357142857,0.15306373301159462,
Full Workbook Only,False,YouTube,Monday,1,18,8,171550.25,1126474.125,0.1583958170119526,
Full Workbook Only,False,YouTube,Monday,1,19,1,274361.0,1878191.0,0.1460775254341232,
Full Workbook Only,False,YouTube,Saturday,6,8,5,135288.6,969225.6,0.15049473468797675,
Full Workbook Only,False,YouTube,Saturday,6,9,5,99649.2,941427.0,0.11721247358319023,
Full Workbook Only,False,YouTube,Saturday,6,10,24,139408.95833333334,994809.4166666666,0.1475152293670234,
Full Workbook Only,False,YouTube,Saturday,6,11,27,109920.0,841329.7037037037,0.15923677171422956,
Full Workbook Only,False,YouTube,Saturday,6,12,24,91734.375,816352.4583333334,0.1280383099817893,
Full Workbook Only,False,YouTube,Saturday,6,13,7,51569.142857142855,452161.4285714286,0.15310208514962562,
Full Workbook Only,False,YouTube,Saturday,6,14,9,176614.55555555556,990573.2222222222,0.16220169842638868,
Full Workbook Only,False,YouTube,Saturday,6,15,32,117187.90625,867029.5625,0.15577901827219462,
Full Workbook Only,False,YouTube,Saturday,6,16,19,109824.47368421052,859340.6842105263,0.14250204831375446,
Full Workbook Only,False,YouTube,Saturday,6,17,34,133498.11764705883,1110925.8235294118,0.14418024146486128,
Full Workbook Only,False,YouTube,Saturday,6,18,7,186808.0,1161425.5714285714,0.17791159095840262,
Full Workbook Only,False,YouTube,Saturday,6,19,7,61794.0,394376.14285714284,0.180269011822816,
Full Workbook Only,False,YouTube,Sunday,7,8,8,96140.375,615728.0,0.16998676492172968,
Full Workbook Only,False,YouTube,Sunday,7,9,11,75375.18181818182,489259.9090909091,0.1699891606743858,
Full Workbook Only,False,YouTube,Sunday,7,10,23,110245.30434782608,895383.0,0.14059636067592235,
Full Workbook Only,False,YouTube,Sunday,7,11,13,85227.61538461539,727045.4615384615,0.14835231995212148,
Full Workbook Only,False,YouTube,Sunday,7,12,26,141425.03846153847,944541.8846153846,0.16818478929681735,
Full Workbook Only,False,YouTube,Sunday,7,13,6,89595.0,897395.1666666666,0.13069341120845826,
Full Workbook Only,False,YouTube,Sunday,7,14,2,195589.0,2056637.5,0.11514900617953289,
Full Workbook Only,False,YouTube,Sunday,7,15,13,82247.92307692308,828759.8461538461,0.1363625104245582,
Full Workbook Only,False,YouTube,Sunday,7,16,28,159078.60714285713,995456.6071428572,0.16234212017367183,
Full Workbook Only,False,YouTube,Sunday,7,17,22,138909.86363636365,1085368.4545454546,0.14363858987879397,
Full Workbook Only,False,YouTube,Sunday,7,18,8,142322.5,1089323.625,0.13401312933338014,
Full Workbook Only,False,YouTube,Sunday,7,19,10,159355.3,971149.2,0.14514971007152838,
Full Workbook Only,False,YouTube,Thursday,4,8,7,79763.28571428571,821771.0,0.12238658988986133,
Full Workbook Only,False,YouTube,Thursday,4,9,9,120749.77777777778,900374.4444444445,0.15040500950690847,
Full Workbook Only,False,YouTube,Thursday,4,10,16,134035.75,812602.5,0.16843158027320476,
Full Workbook Only,False,YouTube,Thursday,4,11,27,145031.55555555556,1081933.7037037036,0.16488000942518202,
Full Workbook Only,False,YouTube,Thursday,4,12,23,79863.21739130435,646857.2173913043,0.1521675868186721,
Full Workbook Only,False,YouTube,Thursday,4,13,7,107288.42857142857,1065536.7142857143,0.13806326375332886,
Full Workbook Only,False,YouTube,Thursday,4,14,3,112626.33333333333,545389.6666666666,0.19128088777896687,
Full Workbook Only,False,YouTube,Thursday,4,15,25,129321.56,1045586.36,0.14562165254298154,
Full Workbook Only,False,YouTube,Thursday,4,16,32,93111.53125,727423.84375,0.15316761147518723,
Full Workbook Only,False,YouTube,Thursday,4,17,24,128988.75,855442.5833333334,0.15112943535132414,
Full Workbook Only,False,YouTube,Thursday,4,18,6,110199.33333333333,952805.3333333334,0.14705985888422282,
Full Workbook Only,False,YouTube,Thursday,4,19,4,72122.5,702754.75,0.13093863649264947,
Full Workbook Only,False,YouTube,Tuesday,2,8,12,121903.75,851859.9166666666,0.14217945691325382,
Full Workbook Only,False,YouTube,Tuesday,2,9,8,86387.75,663419.625,0.15974769129730487,
Full Workbook Only,False,YouTube,Tuesday,2,10,29,84684.79310344828,637970.551724138,0.15332363653394185,
Full Workbook Only,False,YouTube,Tuesday,2,11,24,78391.0,633561.3333333334,0.15382589757643103,
Full Workbook Only,False,YouTube,Tuesday,2,12,22,104867.59090909091,732318.8636363636,0.16722929110535178,
Full Workbook Only,False,YouTube,Tuesday,2,13,3,112972.0,937696.0,0.14101871688053325,
Full Workbook Only,False,YouTube,Tuesday,2,14,4,42855.0,198217.25,0.2167606333483158,
Full Workbook Only,False,YouTube,Tuesday,2,15,20,157961.9,1123439.95,0.15225602415493916,
Full Workbook Only,False,YouTube,Tuesday,2,16,28,144894.4642857143,993316.1071428572,0.1641644478405509,
Full Workbook Only,False,YouTube,Tuesday,2,17,26,90901.30769230769,695300.6153846154,0.15730102888798336,
Full Workbook Only,False,YouTube,Tuesday,2,18,4,54560.5,356641.75,0.14700535406537082,
Full Workbook Only,False,YouTube,Tuesday,2,19,8,63203.625,587433.375,0.1464367954065955,
Full Workbook Only,False,YouTube,Wednesday,3,8,12,143905.75,906048.8333333334,0.1405876994510289,
Full Workbook Only,False,YouTube,Wednesday,3,9,6,128365.16666666667,914993.1666666666,0.16597901781181382,
Full Workbook Only,False,YouTube,Wednesday,3,10,38,124946.05263157895,938606.552631579,0.13761592500422137,
Full Workbook Only,False,YouTube,Wednesday,3,11,25,115131.4,964646.84,0.14312254137587646,
Full Workbook Only,False,YouTube,Wednesday,3,12,25,147908.08,1184962.88,0.13670193119992075,
Full Workbook Only,False,YouTube,Wednesday,3,13,3,121914.66666666667,719414.0,0.18940225612986297,
Full Workbook Only,False,YouTube,Wednesday,3,14,6,58118.166666666664,344261.3333333333,0.17803872011071542,
Full Workbook Only,False,YouTube,Wednesday,3,15,25,107671.28,824103.44,0.16196710832782912,
Full Workbook Only,False,YouTube,Wednesday,3,16,25,119282.0,892950.04,0.1417280546395664,
Full Workbook Only,False,YouTube,Wednesday,3,17,26,88221.92307692308,554599.6153846154,0.170461165117579,
Full Workbook Only,False,YouTube,Wednesday,3,18,2,84301.5,520592.5,0.16807995589663577,
Full Workbook Only,False,YouTube,Wednesday,3,19,8,109302.375,985835.625,0.1291811300284987,
