city,latitude,longitude,listing_count
Istanbul,41.08,29.09,8
Istanbul,40.89,29.18,8
Istanbul,41.01,28.91,8
Istanbul,40.9,29.17,8
Istanbul,40.94,29.16,8
Istanbul,40.9,29.23,8
Istanbul,41.14,29.03,8
Istanbul,41.02,29.11,8
Istanbul,40.92,29.14,8
Istanbul,41.11,29.05,7
Istanbul,41.04,28.92,7
Istanbul,40.98,28.75,7
Istanbul,41.0,28.89,7
Istanbul,41.09,28.9,7
Istanbul,40.93,29.29,7
Istanbul,41.0,29.1,7
Istanbul,41.0,29.11,7
Istanbul,41.08,28.71,7
Istanbul,41.18,29.61,7
Istanbul,41.01,28.82,7
Istanbul,41.0,29.19,7
Istanbul,41.03,29.23,7
Istanbul,41.06,28.68,7
Istanbul,41.02,28.59,7
Istanbul,40.95,29.09,7
Istanbul,41.05,28.93,7
Istanbul,40.99,28.93,7
Istanbul,41.03,28.45,7
Istanbul,41.06,28.9,7
Istanbul,40.97,28.73,7
Istanbul,40.93,29.32,7
Istanbul,41.13,29.86,7
Istanbul,40.88,29.06,7
Istanbul,40.84,29.31,7
Istanbul,41.13,28.78,7
Istanbul,40.94,29.3,7
Istanbul,41.05,28.9,7
Istanbul,41.02,28.88,7
Istanbul,41.05,28.91,7
Istanbul,41.03,29.24,7
Istanbul,40.95,29.17,6
Istanbul,41.01,28.8,6
Istanbul,41.1,28.78,6
Istanbul,41.1,28.79,6
Istanbul,40.88,29.2,6
Istanbul,40.82,29.31,6
Istanbul,40.9,29.16,6
Istanbul,41.02,29.19,6
Istanbul,41.05,28.92,6
Istanbul,41.01,29.14,6
Istanbul,40.98,29.26,6
Istanbul,40.98,28.86,6
Istanbul,41.01,29.19,6
Istanbul,41.04,28.76,6
Istanbul,41.04,29.07,6
Istanbul,41.08,28.79,6
Istanbul,41.03,29.01,6
Istanbul,41.13,29.04,6
Istanbul,41.0,28.81,6
Istanbul,41.05,29.05,6
Istanbul,40.87,29.32,6
Istanbul,40.96,29.07,6
Istanbul,41.0,28.76,6
Istanbul,41.01,29.18,6
Istanbul,41.06,28.92,6
Istanbul,41.15,29.04,6
Istanbul,41.05,29.06,6
Istanbul,41.21,29.02,6
Istanbul,41.06,29.07,6
Istanbul,40.94,29.29,6
Istanbul,41.13,29.85,6
Istanbul,41.18,28.99,6
Istanbul,40.93,29.33,6
Istanbul,41.01,28.7,6
Istanbul,41.23,29.01,6
Istanbul,40.99,29.14,6
Istanbul,40.99,29.15,6
Istanbul,41.04,28.91,6
Istanbul,41.02,29.13,6
Istanbul,41.04,29.08,6
Istanbul,41.02,29.09,6
Istanbul,41.0,28.9,6
Istanbul,41.1,29.08,6
Istanbul,40.92,29.31,6
Istanbul,40.82,29.29,6
Istanbul,40.98,29.17,6
Istanbul,40.89,29.27,6
Istanbul,41.03,28.86,6
Istanbul,41.0,28.92,6
Istanbul,40.97,28.87,6
Istanbul,40.99,28.8,6
Istanbul,40.99,29.23,6
Istanbul,41.05,28.76,6
Istanbul,40.92,29.17,6
Istanbul,41.13,29.05,5
Istanbul,40.97,28.72,5
Istanbul,41.06,28.71,5
Istanbul,41.09,28.95,5
Istanbul,41.05,28.79,5
Istanbul,41.03,29.07,5
Istanbul,41.03,28.85,5
Istanbul,41.08,28.68,5
Istanbul,41.01,29.2,5
Istanbul,41.03,28.65,5
Istanbul,41.04,29.04,5
Istanbul,41.06,28.79,5
Istanbul,40.87,29.23,5
Istanbul,41.0,28.67,5
Istanbul,41.12,29.05,5
Istanbul,41.12,29.07,5
Istanbul,41.0,28.61,5
Istanbul,41.06,28.91,5
Istanbul,41.08,28.92,5
Istanbul,40.91,29.14,5
Istanbul,41.04,28.84,5
Istanbul,41.19,28.9,5
Istanbul,41.04,28.88,5
Istanbul,41.0,28.77,5
Istanbul,41.02,28.85,5
Istanbul,40.98,28.79,5
Istanbul,41.03,28.87,5
Istanbul,41.15,29.05,5
Istanbul,41.07,28.92,5
Istanbul,41.16,29.75,5
Istanbul,40.99,28.68,5
Istanbul,41.03,29.1,5
Istanbul,41.04,28.85,5
Istanbul,41.18,29.35,5
Istanbul,41.11,29.14,5
Istanbul,41.01,29.1,5
Istanbul,41.16,29.58,5
Istanbul,41.2,29.01,5
Istanbul,41.09,29.08,5
Istanbul,40.98,28.8,5
Istanbul,40.91,29.28,5
Istanbul,40.89,29.23,5
Istanbul,40.86,29.13,5
Istanbul,41.0,28.78,5
Istanbul,41.07,29.07,5
Istanbul,40.88,29.25,5
Istanbul,41.0,28.62,5
Istanbul,40.93,29.3,5
Istanbul,41.07,28.68,5
Istanbul,41.01,29.16,5
Istanbul,41.01,29.17,5
Istanbul,41.08,29.08,5
Istanbul,41.08,29.07,5
Istanbul,41.04,28.69,5
Istanbul,41.02,28.79,5
Istanbul,40.91,29.3,5
Istanbul,40.91,29.21,5
Istanbul,41.01,28.85,5
Istanbul,41.06,28.78,5
Istanbul,41.07,28.79,5
Istanbul,41.2,29.05,4
Istanbul,40.99,28.89,4
Istanbul,41.12,29.03,4
Istanbul,41.0,28.65,4
Istanbul,41.07,28.69,4
Istanbul,41.02,29.05,4
Istanbul,41.02,28.87,4
Istanbul,41.03,28.93,4
Istanbul,41.06,28.85,4
Istanbul,40.89,29.35,4
Istanbul,41.04,28.83,4
Istanbul,41.0,29.2,4
Istanbul,41.1,28.76,4
Istanbul,41.0,28.63,4
Istanbul,41.0,28.6,4
Istanbul,40.9,29.18,4
Istanbul,41.03,28.83,4
Istanbul,41.06,29.06,4
Istanbul,41.04,28.9,4
Istanbul,41.1,29.01,4
Istanbul,40.99,29.1,4
Istanbul,40.82,29.28,4
Istanbul,41.2,29.03,4
Istanbul,41.04,28.51,4
Istanbul,41.05,29.07,4
Istanbul,41.17,29.58,4
Istanbul,40.98,28.6,4
Istanbul,41.02,28.6,4
Istanbul,40.88,29.24,4
Istanbul,41.04,28.67,4
Istanbul,41.07,28.91,4
Istanbul,41.0,28.91,4
Istanbul,41.08,28.93,4
Istanbul,41.05,28.78,4
Istanbul,41.03,29.18,4
Istanbul,40.99,28.73,4
Istanbul,41.08,28.66,4
Istanbul,41.02,29.1,4
Istanbul,40.83,29.32,4
Istanbul,40.92,29.22,4
Istanbul,41.04,28.78,4
Istanbul,40.91,29.23,4
Istanbul,41.04,29.11,4
Istanbul,41.01,29.15,4
Istanbul,41.01,28.86,4
Istanbul,41.0,28.82,4
Istanbul,40.9,29.27,4
Istanbul,41.17,29.03,4
Istanbul,41.21,28.71,4
Istanbul,41.02,29.22,4
Istanbul,40.96,29.12,4
Istanbul,40.99,28.61,4
Istanbul,41.34,28.69,4
Istanbul,41.03,29.22,4
Istanbul,41.24,28.85,4
Istanbul,41.02,28.58,4
Istanbul,41.06,28.8,4
Istanbul,40.93,29.22,4
Istanbul,40.99,28.77,4
Istanbul,41.07,28.9,4
Istanbul,41.02,28.56,4
Istanbul,41.07,28.85,4
Istanbul,40.92,29.15,4
Istanbul,41.07,28.89,3
Istanbul,41.04,29.09,3
Istanbul,41.05,28.67,3
Istanbul,41.01,28.54,3
Istanbul,41.01,28.79,3
Istanbul,41.09,28.94,3
Istanbul,41.05,28.77,3
Istanbul,40.92,29.28,3
Istanbul,41.05,28.94,3
Istanbul,41.03,28.77,3
Istanbul,41.06,28.66,3
Istanbul,41.07,29.06,3
Istanbul,41.05,29.08,3
Istanbul,41.1,29.09,3
Istanbul,41.01,28.61,3
Istanbul,40.93,29.21,3
Istanbul,41.04,28.63,3
Istanbul,40.88,29.21,3
Istanbul,41.02,28.84,3
Istanbul,41.08,28.69,3
Istanbul,41.19,28.73,3
Istanbul,40.83,29.3,3
Istanbul,41.07,28.84,3
Istanbul,41.05,29.24,3
Istanbul,40.99,28.6,3
Istanbul,40.97,28.74,3
Istanbul,41.09,28.78,3
Istanbul,41.11,29.13,3
Istanbul,41.07,28.13,3
Istanbul,41.12,29.22,3
Istanbul,40.98,28.61,3
Istanbul,41.03,28.64,3
Istanbul,41.21,29.01,3
Istanbul,41.09,28.65,3
Istanbul,41.11,29.21,3
Istanbul,41.16,28.92,3
Istanbul,41.21,28.72,3
Istanbul,41.48,28.3,3
Istanbul,40.84,29.3,3
Istanbul,41.03,28.8,3
Istanbul,41.05,28.5,3
Istanbul,41.17,29.62,3
Istanbul,41.12,29.86,3
Istanbul,40.88,29.27,3
Istanbul,41.1,29.04,3
Istanbul,41.18,28.75,3
Istanbul,41.07,28.15,3
Istanbul,41.04,28.86,3
Istanbul,40.87,29.3,3
Istanbul,41.11,29.84,3
Istanbul,41.1,29.07,3
Istanbul,40.86,29.28,3
Istanbul,41.09,28.81,3
Istanbul,40.97,29.23,3
Istanbul,41.02,28.86,3
Istanbul,41.16,29.27,3
Istanbul,41.12,29.02,3
Istanbul,40.89,29.25,3
Istanbul,41.11,29.06,3
Istanbul,41.22,29.03,3
Istanbul,41.06,28.93,3
Istanbul,40.82,29.27,3
Istanbul,40.97,28.88,3
Istanbul,41.09,28.88,3
Istanbul,41.08,28.67,3
Istanbul,41.21,29.4,3
Istanbul,41.1,28.97,3
Istanbul,41.07,28.67,3
Istanbul,41.22,29.15,3
Istanbul,40.94,29.31,3
Istanbul,40.87,29.26,3
Istanbul,41.11,29.11,3
Istanbul,40.93,29.16,3
Istanbul,41.06,28.76,3
Istanbul,40.9,29.21,3
Istanbul,40.94,29.28,3
Istanbul,40.92,29.23,3
Istanbul,41.09,28.87,3
Istanbul,41.01,29.22,3
Istanbul,40.91,29.31,3
Istanbul,41.04,29.26,3
Istanbul,41.15,29.57,3
Istanbul,41.07,28.37,3
Istanbul,41.07,29.05,3
Istanbul,41.09,28.93,2
Istanbul,41.09,28.66,2
Istanbul,40.99,28.54,2
Istanbul,40.94,29.32,2
Istanbul,41.01,29.23,2
Istanbul,40.96,29.14,2
Istanbul,41.04,28.8,2
Istanbul,40.92,29.18,2
Istanbul,41.1,28.9,2
Istanbul,41.07,28.14,2
Istanbul,40.89,29.26,2
Istanbul,40.97,28.66,2
Istanbul,41.11,28.66,2
Istanbul,41.11,28.78,2
Istanbul,41.07,28.72,2
Istanbul,41.08,28.89,2
Istanbul,40.82,29.32,2
Istanbul,41.0,28.54,2
Istanbul,40.98,28.65,2
Istanbul,41.07,28.77,2
Istanbul,41.07,28.71,2
Istanbul,41.18,28.88,2
Istanbul,41.06,28.3,2
Istanbul,41.11,29.15,2
Istanbul,41.27,28.64,2
Istanbul,40.94,29.38,2
Istanbul,41.05,29.09,2
Istanbul,41.22,29.02,2
Istanbul,41.19,29.04,2
Istanbul,41.07,28.62,2
Istanbul,40.97,28.63,2
Istanbul,41.06,28.51,2
Istanbul,41.04,28.43,2
Istanbul,41.09,29.91,2
Istanbul,41.12,29.1,2
Istanbul,41.05,28.49,2
Istanbul,41.16,29.59,2
Istanbul,41.12,29.15,2
Istanbul,41.03,28.69,2
Istanbul,41.21,29.03,2
Istanbul,41.18,29.04,2
Istanbul,41.18,28.74,2
Istanbul,41.19,29.48,2
Istanbul,41.23,28.85,2
Istanbul,40.98,29.18,2
Istanbul,41.15,29.59,2
Istanbul,41.01,28.71,2
Istanbul,41.02,29.14,2
Istanbul,41.03,29.16,2
Istanbul,40.85,29.3,2
Istanbul,40.83,29.31,2
Istanbul,41.13,29.11,2
Istanbul,41.05,28.39,2
Istanbul,40.95,29.14,2
Istanbul,41.05,28.8,2
Istanbul,40.91,29.29,2
Istanbul,40.92,29.2,2
Istanbul,40.86,29.29,2
Istanbul,40.98,28.64,2
Istanbul,41.03,28.46,2
Istanbul,41.13,28.46,2
Istanbul,41.17,28.99,2
Istanbul,40.95,29.15,2
Istanbul,40.99,28.63,2
Istanbul,41.07,28.81,2
Istanbul,40.9,29.19,2
Istanbul,41.03,28.79,2
Istanbul,40.89,29.24,2
Istanbul,41.18,28.71,2
Istanbul,41.03,28.91,2
Istanbul,41.01,29.25,2
Istanbul,41.01,28.78,2
Istanbul,40.98,29.23,2
Istanbul,40.83,29.36,2
Istanbul,41.01,28.88,2
Istanbul,41.04,29.23,2
Istanbul,41.05,28.86,2
Istanbul,41.2,28.77,2
Istanbul,41.24,29.03,2
Istanbul,40.96,28.84,2
Istanbul,41.02,28.92,2
Istanbul,41.25,28.76,2
Istanbul,41.05,28.87,2
Istanbul,41.01,29.24,2
Istanbul,41.03,28.47,2
Istanbul,40.87,29.31,2
Istanbul,41.02,29.25,2
Istanbul,40.97,28.71,2
Istanbul,41.06,29.23,2
Istanbul,41.06,29.08,2
Istanbul,40.88,29.22,2
Istanbul,41.09,28.91,2
Istanbul,40.96,29.21,2
Istanbul,41.02,29.21,2
Istanbul,40.89,29.36,2
Istanbul,41.21,29.16,2
Istanbul,41.08,29.33,2
Istanbul,41.11,29.08,2
Istanbul,41.02,29.23,2
Istanbul,41.0,28.64,2
Istanbul,41.05,28.89,2
Istanbul,41.15,29.73,2
Istanbul,41.23,29.25,2
Istanbul,41.21,29.04,2
Istanbul,41.11,29.88,2
Istanbul,41.06,28.89,2
Istanbul,41.09,28.8,2
Istanbul,41.1,28.8,2
Istanbul,40.98,29.24,2
Istanbul,41.01,28.62,2
Istanbul,40.89,29.28,2
Istanbul,41.16,29.57,2
Istanbul,41.05,28.56,2
Istanbul,40.99,28.66,2
Istanbul,40.89,29.21,2
Istanbul,41.0,28.52,2
Istanbul,41.1,28.91,2
Istanbul,41.04,28.87,2
Istanbul,41.04,28.5,2
Istanbul,41.05,28.51,2
Istanbul,41.04,29.06,2
Istanbul,41.18,29.07,2
Istanbul,41.22,28.37,2
Istanbul,41.08,29.25,2
Istanbul,40.99,28.53,2
Istanbul,41.11,29.85,2
Istanbul,41.14,28.79,2
Istanbul,41.09,28.92,2
Istanbul,41.17,29.59,2
Istanbul,40.92,29.19,2
Istanbul,40.98,28.68,2
Istanbul,41.06,28.83,2
Istanbul,40.94,29.21,2
Istanbul,40.98,29.16,2
Istanbul,41.19,29.44,2
Istanbul,41.2,28.74,2
Istanbul,41.03,29.19,2
Istanbul,41.02,28.83,2
Mexico City,19.41,-99.17,964
Mexico City,19.42,-99.17,776
Mexico City,19.42,-99.16,736
Mexico City,19.43,-99.17,657
Mexico City,19.41,-99.18,645
Mexico City,19.43,-99.16,530
Mexico City,19.41,-99.16,519
Mexico City,19.4,-99.17,418
Mexico City,19.44,-99.2,396
Mexico City,19.4,-99.18,354
Mexico City,19.43,-99.19,331
Mexico City,19.42,-99.18,331
Mexico City,19.43,-99.14,324
Mexico City,19.39,-99.18,324
Mexico City,19.43,-99.15,315
Mexico City,19.44,-99.19,272
Mexico City,19.4,-99.16,259
Mexico City,19.35,-99.16,253
Mexico City,19.44,-99.15,239
Mexico City,19.44,-99.18,238
Mexico City,19.44,-99.14,217
Mexico City,19.39,-99.17,216
Mexico City,19.4,-99.15,212
Mexico City,19.44,-99.21,204
Mexico City,19.43,-99.18,204
Mexico City,19.42,-99.15,185
Mexico City,19.44,-99.16,179
Mexico City,19.43,-99.2,176
Mexico City,19.39,-99.15,165
Mexico City,19.36,-99.16,152
Mexico City,19.37,-99.18,150
Mexico City,19.39,-99.16,144
Mexico City,19.44,-99.13,139
Mexico City,19.45,-99.16,139
Mexico City,19.37,-99.17,133
Mexico City,19.43,-99.21,130
Mexico City,19.38,-99.18,129
Mexico City,19.39,-99.19,129
Mexico City,19.41,-99.19,126
Mexico City,19.38,-99.17,124
Mexico City,19.35,-99.15,123
Mexico City,19.38,-99.16,119
Mexico City,19.43,-99.13,119
Mexico City,19.44,-99.17,113
Mexico City,19.35,-99.17,111
Mexico City,19.34,-99.18,110
Mexico City,19.36,-99.27,105
Mexico City,19.38,-99.15,102
Mexico City,19.4,-99.14,99
Mexico City,19.36,-99.17,97
Mexico City,19.34,-99.17,92
Mexico City,19.37,-99.16,90
Mexico City,19.34,-99.16,89
Mexico City,19.36,-99.28,89
Mexico City,19.37,-99.27,79
Mexico City,19.38,-99.19,79
Mexico City,19.34,-99.19,77
Mexico City,19.37,-99.15,75
Mexico City,19.34,-99.15,74
Mexico City,19.37,-99.14,69
Mexico City,19.45,-99.15,69
Mexico City,19.45,-99.14,67
Mexico City,19.36,-99.15,66
Mexico City,19.36,-99.18,65
Mexico City,19.45,-99.2,64
Mexico City,19.36,-99.19,63
Mexico City,19.38,-99.14,62
Mexico City,19.34,-99.2,62
Mexico City,19.46,-99.14,61
Mexico City,19.42,-99.14,59
Mexico City,19.39,-99.14,58
Mexico City,19.45,-99.18,56
Mexico City,19.37,-99.19,55
Mexico City,19.46,-99.15,52
Mexico City,19.29,-99.16,52
Mexico City,19.46,-99.18,50
Mexico City,19.35,-99.18,49
Mexico City,19.35,-99.19,49
Mexico City,19.34,-99.13,49
Mexico City,19.3,-99.17,49
Mexico City,19.38,-99.25,45
Mexico City,19.3,-99.16,41
Mexico City,19.29,-99.13,40
Mexico City,19.28,-99.17,40
Mexico City,19.44,-99.08,40
Mexico City,19.28,-99.16,40
Mexico City,19.45,-99.19,38
Mexico City,19.42,-99.06,37
Mexico City,19.36,-99.29,36
Mexico City,19.41,-99.15,36
Mexico City,19.38,-99.26,36
Mexico City,19.37,-99.28,36
Mexico City,19.46,-99.19,35
Mexico City,19.31,-99.22,35
Mexico City,19.44,-99.09,35
Mexico City,19.3,-99.13,35
Mexico City,19.46,-99.21,33
Mexico City,19.35,-99.25,33
Mexico City,19.45,-99.21,33
Mexico City,19.28,-99.14,33
Mexico City,19.41,-99.13,33
Mexico City,19.29,-99.18,33
Mexico City,19.3,-99.14,32
Mexico City,19.42,-99.13,32
Mexico City,19.36,-99.14,32
Mexico City,19.35,-99.3,32
Mexico City,19.4,-99.19,32
Mexico City,19.41,-99.14,32
Mexico City,19.45,-99.17,32
Mexico City,19.45,-99.13,32
Mexico City,19.33,-99.13,31
Mexico City,19.42,-99.09,31
Mexico City,19.29,-99.17,31
Mexico City,19.41,-99.11,30
Mexico City,19.42,-99.1,30
Mexico City,19.31,-99.16,30
Mexico City,19.49,-99.14,30
Mexico City,19.29,-99.14,30
Mexico City,19.43,-99.22,29
Mexico City,19.47,-99.16,28
Mexico City,19.43,-99.09,28
Mexico City,19.29,-99.15,28
Mexico City,19.3,-99.12,27
Mexico City,19.35,-99.13,27
Mexico City,19.34,-99.21,27
Mexico City,19.42,-99.22,27
Mexico City,19.35,-99.2,27
Mexico City,19.33,-99.18,27
Mexico City,19.43,-99.1,26
Mexico City,19.31,-99.17,26
Mexico City,19.39,-99.13,26
Mexico City,19.27,-99.17,26
Mexico City,19.31,-99.15,25
Mexico City,19.46,-99.17,25
Mexico City,19.46,-99.13,24
Mexico City,19.36,-99.13,24
Mexico City,19.3,-99.18,24
Mexico City,19.35,-99.29,24
Mexico City,19.32,-99.22,24
Mexico City,19.34,-99.24,24
Mexico City,19.42,-99.12,24
Mexico City,19.46,-99.16,23
Mexico City,19.33,-99.15,23
Mexico City,19.27,-99.14,23
Mexico City,19.39,-99.24,23
Mexico City,19.42,-99.21,23
Mexico City,19.38,-99.13,23
Mexico City,19.31,-99.12,23
Mexico City,19.33,-99.14,22
Mexico City,19.4,-99.13,22
Mexico City,19.35,-99.14,22
Mexico City,19.31,-99.23,22
Mexico City,19.49,-99.13,22
Mexico City,19.45,-99.22,21
Mexico City,19.29,-99.12,21
Mexico City,19.35,-99.12,21
Mexico City,19.29,-99.22,21
Mexico City,19.4,-99.11,20
Mexico City,19.3,-99.11,20
Mexico City,19.32,-99.13,20
Mexico City,19.42,-99.11,20
Mexico City,19.47,-99.18,20
Mexico City,19.31,-99.11,20
Mexico City,19.3,-99.19,20
Mexico City,19.38,-99.2,19
Mexico City,19.28,-99.13,19
Mexico City,19.47,-99.17,19
Mexico City,19.4,-99.1,19
Mexico City,19.44,-99.11,19
Mexico City,19.31,-99.14,19
Mexico City,19.49,-99.15,18
Mexico City,19.34,-99.22,18
Mexico City,19.31,-99.18,18
Mexico City,19.34,-99.14,18
Mexico City,19.33,-99.21,18
Mexico City,19.37,-99.29,18
Mexico City,19.52,-99.16,18
Mexico City,19.46,-99.2,18
Mexico City,19.41,-99.08,18
Mexico City,19.37,-99.22,18
Mexico City,19.41,-99.06,18
Mexico City,19.3,-99.15,18
Mexico City,19.43,-99.11,17
Mexico City,19.44,-99.1,17
Mexico City,19.47,-99.12,17
Mexico City,19.32,-99.14,17
Mexico City,19.33,-99.24,16
Mexico City,19.33,-99.2,16
Mexico City,19.28,-99.19,16
Mexico City,19.47,-99.13,16
Mexico City,19.41,-99.07,16
Mexico City,19.37,-99.26,16
Mexico City,19.4,-99.25,16
Mexico City,19.33,-99.17,16
Mexico City,19.31,-99.13,16
Mexico City,19.36,-99.2,15
Mexico City,19.37,-99.12,15
Mexico City,19.34,-99.12,15
Mexico City,19.32,-99.12,15
Mexico City,19.37,-99.2,15
Mexico City,19.48,-99.12,15
Mexico City,19.47,-99.14,15
Mexico City,19.34,-99.23,15
Mexico City,19.48,-99.19,14
Mexico City,19.37,-99.11,14
Mexico City,19.4,-99.07,14
Mexico City,19.41,-99.12,14
Mexico City,19.46,-99.12,14
Mexico City,19.42,-99.23,14
Mexico City,19.35,-99.23,14
Mexico City,19.39,-99.09,14
Mexico City,19.48,-99.13,14
Mexico City,19.33,-99.16,14
Mexico City,19.32,-99.16,14
Mexico City,19.28,-99.18,14
Mexico City,19.37,-99.25,13
Mexico City,19.32,-99.08,13
Mexico City,19.34,-99.25,13
Mexico City,19.37,-99.3,13
Mexico City,19.47,-99.19,13
Mexico City,19.33,-99.12,13
Mexico City,19.41,-99.24,13
Mexico City,19.32,-99.24,13
Mexico City,19.42,-99.08,13
Mexico City,19.41,-99.09,13
Mexico City,19.5,-99.13,13
Mexico City,19.33,-99.22,13
Mexico City,19.39,-99.25,13
Mexico City,19.28,-99.12,13
Mexico City,19.26,-99.13,13
Mexico City,19.32,-99.23,13
Mexico City,19.45,-99.12,12
Mexico City,19.45,-99.11,12
Mexico City,19.3,-99.22,12
Mexico City,19.4,-99.24,12
Mexico City,19.42,-99.2,12
Mexico City,19.45,-99.1,12
Mexico City,19.45,-99.09,12
Mexico City,19.21,-99.12,12
Mexico City,19.34,-99.26,12
Mexico City,19.48,-99.14,12
Mexico City,19.42,-99.07,11
Mexico City,19.45,-99.06,11
Mexico City,19.28,-99.22,11
Mexico City,19.4,-99.09,11
Mexico City,19.39,-99.2,11
Mexico City,19.32,-99.05,11
Mexico City,19.48,-99.21,10
Mexico City,19.39,-99.26,10
Mexico City,19.4,-99.08,10
Mexico City,19.49,-99.21,10
Mexico City,19.32,-99.15,10
Mexico City,19.49,-99.2,10
Mexico City,19.37,-99.21,10
Mexico City,19.3,-99.23,10
Mexico City,19.36,-99.12,10
Mexico City,19.47,-99.15,10
Mexico City,19.32,-99.17,9
Mexico City,19.35,-99.22,9
Mexico City,19.3,-99.2,9
Mexico City,19.27,-99.16,9
Mexico City,19.29,-99.0,9
Mexico City,19.51,-99.15,9
Mexico City,19.41,-99.1,9
Mexico City,19.47,-99.11,9
Mexico City,19.36,-99.26,9
Mexico City,19.36,-99.25,9
Mexico City,19.31,-99.19,9
Mexico City,19.37,-99.23,9
Mexico City,19.45,-99.07,9
Mexico City,19.53,-99.15,9
Mexico City,19.27,-99.13,9
Mexico City,19.36,-99.08,9
Mexico City,19.46,-99.09,9
Mexico City,19.4,-99.23,9
Mexico City,19.33,-99.23,8
Mexico City,19.36,-99.3,8
Mexico City,19.26,-99.18,8
Mexico City,19.4,-99.12,8
Mexico City,19.24,-99.15,8
Mexico City,19.31,-99.26,8
Mexico City,19.36,-99.06,8
Mexico City,19.41,-99.23,8
Mexico City,19.3,-99.07,8
Mexico City,19.32,-99.1,8
Mexico City,19.38,-99.24,8
Mexico City,19.38,-99.27,8
Mexico City,19.37,-99.13,8
Mexico City,19.45,-99.08,8
Mexico City,19.32,-99.3,8
Mexico City,19.31,-99.05,7
Mexico City,19.4,-99.26,7
Mexico City,19.38,-99.12,7
Mexico City,19.33,-99.27,7
Mexico City,19.5,-99.15,7
Mexico City,19.37,-99.24,7
Mexico City,19.33,-99.1,7
Mexico City,19.5,-99.2,7
Mexico City,19.38,-99.22,7
Mexico City,19.26,-99.12,7
Mexico City,19.47,-99.1,7
Mexico City,19.25,-99.1,7
Mexico City,19.32,-99.09,7
Mexico City,19.27,-99.21,7
Mexico City,19.39,-99.22,7
Mexico City,19.34,-99.29,7
Mexico City,19.29,-99.21,7
Mexico City,19.4,-99.06,6
Mexico City,19.29,-99.19,6
Mexico City,19.33,-99.29,6
Mexico City,19.28,-99.2,6
Mexico City,19.27,-99.18,6
Mexico City,19.5,-99.12,6
Mexico City,19.35,-99.21,6
Mexico City,19.29,-99.04,6
Mexico City,19.48,-99.18,6
Mexico City,19.51,-99.12,6
Mexico City,19.4,-99.2,6
Mexico City,19.26,-99.1,6
Mexico City,19.31,-99.24,6
Mexico City,19.25,-99.24,6
Mexico City,19.22,-99.23,6
Mexico City,19.48,-99.2,6
Mexico City,19.36,-99.22,6
Mexico City,19.21,-99.08,6
Mexico City,19.34,-99.11,6
Mexico City,19.36,-99.24,6
Mexico City,19.38,-99.03,6
Mexico City,19.27,-99.12,6
Mexico City,19.46,-99.06,6
Mexico City,19.27,-99.15,6
Mexico City,19.36,-99.1,5
Mexico City,19.48,-99.11,5
Mexico City,19.38,-99.11,5
Mexico City,19.26,-99.11,5
Mexico City,19.44,-99.12,5
Mexico City,19.3,-99.04,5
Mexico City,19.31,-99.21,5
Mexico City,19.35,-99.1,5
Mexico City,19.32,-99.11,5
Mexico City,19.43,-99.08,5
Mexico City,19.28,-99.15,5
Mexico City,19.41,-99.25,5
Mexico City,19.5,-99.21,5
Mexico City,19.3,-99.25,5
Mexico City,19.28,-99.11,5
Mexico City,19.24,-99.1,5
Mexico City,19.38,-99.23,5
Mexico City,19.35,-99.24,5
Mexico City,19.36,-99.21,5
Mexico City,19.39,-99.08,5
Mexico City,19.35,-99.11,5
Mexico City,19.31,-99.09,5
Mexico City,19.49,-99.18,5
Mexico City,19.5,-99.17,5
Mexico City,19.38,-99.09,5
Mexico City,19.39,-99.11,5
Mexico City,19.48,-99.09,5
Mexico City,19.32,-99.07,4
Mexico City,19.43,-99.06,4
Mexico City,19.51,-99.14,4
Mexico City,19.41,-99.2,4
Mexico City,19.48,-99.15,4
Mexico City,19.29,-99.23,4
Mexico City,19.36,-99.23,4
Mexico City,19.5,-99.19,4
Mexico City,19.35,-99.31,4
Mexico City,19.39,-99.12,4
Mexico City,19.24,-99.16,4
Mexico City,19.32,-99.29,4
Mexico City,19.34,-99.03,4
Mexico City,19.3,-99.24,4
Mexico City,19.49,-99.19,4
Mexico City,19.3,-99.1,4
Mexico City,19.28,-99.23,4
Mexico City,19.29,-99.07,4
Mexico City,19.31,-99.2,4
Mexico City,19.39,-99.07,4
Mexico City,19.34,-99.27,4
Mexico City,19.49,-99.17,4
Mexico City,19.31,-99.34,4
Mexico City,19.21,-99.23,4
Mexico City,19.52,-99.17,4
Mexico City,19.29,-99.11,4
Mexico City,19.46,-99.1,3
Mexico City,19.48,-99.1,3
Mexico City,19.28,-99.0,3
Mexico City,19.19,-99.02,3
Mexico City,19.5,-99.09,3
Mexico City,19.26,-99.17,3
Mexico City,19.33,-99.28,3
Mexico City,19.37,-99.1,3
Mexico City,19.25,-99.16,3
Mexico City,19.49,-99.12,3
Mexico City,19.32,-99.25,3
Mexico City,19.34,-99.31,3
Mexico City,19.5,-99.11,3
Mexico City,19.39,-99.04,3
Mexico City,19.4,-99.05,3
Mexico City,19.37,-99.05,3
Mexico City,19.37,-99.04,3
Mexico City,19.34,-99.1,3
Mexico City,19.35,-99.07,3
Mexico City,19.34,-99.05,3
Mexico City,19.43,-99.07,3
Mexico City,19.25,-99.18,3
Mexico City,19.28,-99.05,3
Mexico City,19.32,-99.21,3
Mexico City,19.39,-99.06,3
