city,review_month,review_count,baseline_2019_avg,recovery_index
Sydney,2018-06,6697,12023.33,0.557
Sydney,2018-07,7522,12023.33,0.626
Sydney,2018-08,7743,12023.33,0.644
Sydney,2018-09,8283,12023.33,0.689
Sydney,2018-10,10307,12023.33,0.857
Sydney,2018-11,11712,12023.33,0.974
Sydney,2018-12,10894,12023.33,0.906
Sydney,2019-01,12540,12023.33,1.043
Sydney,2019-02,12143,12023.33,1.01
Sydney,2019-03,12978,12023.33,1.079
Sydney,2019-04,11188,12023.33,0.931
Sydney,2019-05,9472,12023.33,0.788
Sydney,2019-06,9093,12023.33,0.756
Sydney,2019-07,10357,12023.33,0.861
Sydney,2019-08,11035,12023.33,0.918
Sydney,2019-09,11436,12023.33,0.951
Sydney,2019-10,14469,12023.33,1.203
Sydney,2019-11,15379,12023.33,1.279
Sydney,2019-12,14190,12023.33,1.18
Sydney,2020-01,16542,12023.33,1.376
Sydney,2020-02,14294,12023.33,1.189
Sydney,2020-03,9951,12023.33,0.828
Sydney,2020-04,1896,12023.33,0.158
Sydney,2020-05,2271,12023.33,0.189
Sydney,2020-06,4398,12023.33,0.366
Sydney,2020-07,5921,12023.33,0.492
Sydney,2020-08,4095,12023.33,0.341
Sydney,2020-09,4465,12023.33,0.371
Sydney,2020-10,6709,12023.33,0.558
Sydney,2020-11,7061,12023.33,0.587
Sydney,2020-12,7949,12023.33,0.661
Sydney,2021-01,5884,12023.33,0.489
Sydney,2021-02,982,12023.33,0.082
